host_id,longitude,minimum_nights,calculated_host_listings_count,availability_365,neighbourhood_encoded,room_type_encoded
11129295.0,-73.92829,4.0,1.0,0.0,21.0,1.0
9486614.0,-73.94654,3.0,1.0,51.0,2.0,1.0
202636642.0,-73.9755,3.0,1.0,158.0,8.0,1.0
36430529.0,-73.99265,2.0,1.0,0.0,7.0,1.0
237421509.0,-73.92284,1.0,2.0,0.0,6.0,0.0
70181422.0,-73.9798,1.0,4.0,0.0,17.0,0.0
22502429.0,-73.97485,3.0,1.0,0.0,8.0,1.0
11827364.0,-73.92435,11.0,1.0,76.0,39.0,0.0
137274917.0,-73.9917,1.0,12.0,267.0,7.0,0.0
46969.0,-74.07451,2.0,1.0,256.0,89.0,1.0
264824216.0,-73.95562,1.0,3.0,54.0,2.0,0.0
2419727.0,-73.98377,7.0,1.0,227.0,19.0,0.0
116056294.0,-73.85331,1.0,1.0,347.0,87.0,0.0
54712.0,-73.95459,3.0,2.0,280.0,20.0,1.0
50451849.0,-73.91762,2.0,1.0,12.0,56.0,1.0
12531773.0,-73.95368,4.0,2.0,102.0,2.0,0.0
23863809.0,-73.99855,3.0,2.0,0.0,14.0,0.0
1413658.0,-73.97352,4.0,1.0,179.0,13.0,1.0
238354.0,-73.9607,3.0,1.0,271.0,3.0,1.0
1103252.0,-73.95211,1.0,1.0,146.0,20.0,0.0
185267820.0,-73.94322,1.0,1.0,161.0,20.0,1.0
51340124.0,-73.99214,2.0,2.0,0.0,14.0,0.0
17896706.0,-73.95482,4.0,1.0,158.0,28.0,1.0
13203690.0,-73.90906,2.0,1.0,0.0,56.0,1.0
143048.0,-73.98295,3.0,1.0,248.0,19.0,1.0
264761028.0,-74.00475,3.0,1.0,164.0,11.0,1.0
639926.0,-73.97717,3.0,1.0,0.0,19.0,1.0
33529908.0,-73.99937,5.0,1.0,5.0,14.0,0.0
190921808.0,-73.99502,7.0,47.0,318.0,7.0,0.0
21366569.0,-73.99298,5.0,2.0,251.0,7.0,1.0
119108169.0,-73.95819,4.0,1.0,0.0,6.0,0.0
94509134.0,-73.96325,1.0,1.0,9.0,15.0,1.0
7503643.0,-73.94029,11.0,52.0,337.0,20.0,1.0
2971336.0,-73.96628,10.0,2.0,0.0,12.0,0.0
118745519.0,-73.99694,1.0,1.0,189.0,53.0,1.0
24762401.0,-73.95042,11.0,4.0,361.0,6.0,0.0
3151.0,-73.96773,1.0,1.0,179.0,3.0,0.0
50640005.0,-73.9982,2.0,1.0,0.0,52.0,1.0
2521642.0,-73.91339,1.0,1.0,123.0,49.0,0.0
219727469.0,-73.91037,1.0,4.0,9.0,6.0,0.0
3617473.0,-73.91428,11.0,1.0,213.0,39.0,1.0
240237028.0,-73.90191,2.0,1.0,168.0,44.0,0.0
132908616.0,-73.92264,3.0,2.0,44.0,21.0,0.0
9212686.0,-73.93695,2.0,1.0,0.0,6.0,0.0
235115405.0,-73.95332,2.0,2.0,9.0,12.0,0.0
12133055.0,-73.99071,3.0,1.0,261.0,7.0,1.0
4073971.0,-73.94988,5.0,1.0,80.0,6.0,1.0
6198836.0,-73.92115,11.0,1.0,45.0,21.0,1.0
25528796.0,-74.0044,3.0,1.0,0.0,77.0,1.0
263945896.0,-73.87912,2.0,1.0,64.0,81.0,0.0
42905152.0,-73.94163,10.0,1.0,42.0,20.0,1.0
20365135.0,-73.98726,2.0,1.0,0.0,19.0,0.0
36211685.0,-73.91464,1.0,1.0,0.0,44.0,0.0
15787004.0,-73.92296,3.0,5.0,0.0,21.0,0.0
63417081.0,-73.94426,11.0,8.0,310.0,2.0,0.0
8869875.0,-73.962,1.0,1.0,0.0,28.0,1.0
236107297.0,-73.9941,7.0,1.0,124.0,64.0,1.0
1500487.0,-73.95408,10.0,1.0,0.0,12.0,1.0
5606448.0,-73.9483,11.0,1.0,273.0,20.0,1.0
32479008.0,-73.98116,7.0,1.0,291.0,16.0,1.0
77303930.0,-73.98766,3.0,1.0,0.0,23.0,1.0
35328956.0,-73.95906,2.0,1.0,0.0,6.0,0.0
225055374.0,-73.95449,11.0,3.0,331.0,28.0,2.0
43388555.0,-73.92952,2.0,1.0,37.0,30.0,1.0
14942276.0,-73.95649,3.0,2.0,239.0,12.0,1.0
54689007.0,-74.00596,11.0,3.0,53.0,43.0,1.0
23439479.0,-73.92677,3.0,2.0,336.0,18.0,0.0
202665.0,-73.95865,5.0,1.0,0.0,6.0,1.0
27589350.0,-73.92307,1.0,1.0,13.0,56.0,0.0
253925102.0,-73.97154,3.0,1.0,96.0,1.0,0.0
96694697.0,-73.96023,2.0,2.0,156.0,73.0,0.0
123506305.0,-73.77638,1.0,3.0,180.0,152.0,0.0
116854478.0,-73.99846,4.0,1.0,0.0,33.0,1.0
205745676.0,-73.82013,1.0,9.0,346.0,37.0,0.0
5516133.0,-73.94781,1.0,1.0,0.0,20.0,0.0
154949847.0,-73.99654,3.0,2.0,300.0,7.0,1.0
3938536.0,-73.95688,4.0,1.0,0.0,20.0,0.0
9784153.0,-73.9618,3.0,1.0,0.0,3.0,0.0
25346530.0,-73.95597,1.0,1.0,0.0,25.0,1.0
33426004.0,-73.97834,1.0,1.0,0.0,5.0,1.0
10366675.0,-73.99682,4.0,1.0,0.0,52.0,1.0
815977.0,-73.94576,3.0,2.0,135.0,12.0,1.0
207640201.0,-73.89612,1.0,1.0,158.0,161.0,2.0
5810195.0,-73.92863,1.0,2.0,357.0,18.0,0.0
35998113.0,-73.91188,4.0,3.0,0.0,6.0,2.0
1240820.0,-73.95585,2.0,3.0,79.0,12.0,1.0
28316764.0,-73.94441,2.0,1.0,0.0,12.0,0.0
2999445.0,-73.98105,2.0,1.0,0.0,19.0,1.0
5612625.0,-73.96715,1.0,1.0,0.0,8.0,0.0
222461823.0,-73.91097,2.0,1.0,303.0,56.0,1.0
19877163.0,-73.97952,2.0,1.0,0.0,38.0,0.0
269837702.0,-73.98217,5.0,1.0,117.0,71.0,1.0
66734347.0,-73.9886,2.0,1.0,0.0,19.0,1.0
42729298.0,-73.95805,1.0,2.0,11.0,12.0,0.0
5079985.0,-73.98257,2.0,1.0,188.0,1.0,1.0
11048791.0,-73.91621,7.0,1.0,0.0,21.0,0.0
94531229.0,-73.94125,2.0,1.0,48.0,12.0,1.0
206229239.0,-73.76376,1.0,1.0,161.0,46.0,1.0
34360053.0,-73.94473,11.0,1.0,0.0,6.0,1.0
25268374.0,-73.94496,1.0,1.0,0.0,15.0,0.0
73222575.0,-73.90827,2.0,1.0,12.0,49.0,0.0
32527579.0,-73.95857,4.0,1.0,0.0,12.0,0.0
132485563.0,-73.95273,5.0,2.0,342.0,28.0,0.0
270280544.0,-73.81539,1.0,1.0,208.0,94.0,1.0
12120448.0,-73.9094,2.0,1.0,190.0,44.0,0.0
18570567.0,-73.95039,3.0,1.0,0.0,6.0,1.0
1513294.0,-73.91187,11.0,2.0,74.0,21.0,0.0
135932425.0,-73.93016,1.0,1.0,0.0,30.0,0.0
8552126.0,-73.76951,3.0,2.0,23.0,46.0,1.0
24295412.0,-73.92513,6.0,1.0,0.0,56.0,0.0
789257.0,-73.98042,2.0,1.0,14.0,8.0,1.0
7748022.0,-73.98108,1.0,1.0,0.0,26.0,1.0
259226302.0,-73.95867,3.0,1.0,248.0,22.0,0.0
43706661.0,-73.96631,3.0,1.0,16.0,12.0,1.0
196273418.0,-73.95899,2.0,1.0,305.0,12.0,0.0
7569336.0,-73.94682,11.0,1.0,64.0,15.0,0.0
75561563.0,-73.96038,1.0,1.0,0.0,28.0,1.0
205820814.0,-73.92751,1.0,1.0,180.0,42.0,0.0
251817531.0,-73.95457,2.0,4.0,275.0,6.0,1.0
1137079.0,-73.93022,2.0,1.0,234.0,21.0,0.0
25812202.0,-73.94781,11.0,1.0,21.0,20.0,0.0
18418581.0,-73.93198,1.0,3.0,364.0,30.0,1.0
4628742.0,-74.00302,1.0,1.0,0.0,11.0,1.0
207213839.0,-74.01898,3.0,1.0,0.0,79.0,1.0
40313256.0,-73.93,4.0,1.0,0.0,12.0,1.0
26377263.0,-73.93657,11.0,43.0,347.0,54.0,0.0
16534981.0,-73.90947,11.0,5.0,312.0,6.0,1.0
268585880.0,-73.94397,1.0,2.0,1.0,12.0,1.0
21571748.0,-73.97501,11.0,1.0,0.0,17.0,1.0
16026189.0,-73.95072,2.0,2.0,66.0,28.0,0.0
26388084.0,-73.91361,4.0,2.0,1.0,39.0,0.0
84523696.0,-73.91993,2.0,1.0,0.0,21.0,0.0
9593224.0,-73.9962,5.0,1.0,0.0,14.0,1.0
182670.0,-73.98308,11.0,1.0,38.0,23.0,1.0
250374011.0,-74.01043,2.0,1.0,35.0,11.0,0.0
1351409.0,-73.96854,3.0,1.0,358.0,12.0,0.0
2363889.0,-73.97895,2.0,1.0,27.0,23.0,1.0
17266994.0,-73.95647,3.0,2.0,223.0,45.0,1.0
84607966.0,-73.92075,1.0,3.0,322.0,39.0,0.0
61396454.0,-73.96522,11.0,14.0,332.0,1.0,1.0
4292600.0,-73.9733,3.0,1.0,0.0,13.0,1.0
135269204.0,-73.96677,7.0,1.0,189.0,3.0,1.0
11727149.0,-73.9425,3.0,1.0,0.0,12.0,1.0
2707940.0,-73.98496,1.0,1.0,0.0,23.0,1.0
56728868.0,-73.94789,11.0,1.0,0.0,28.0,1.0
2156741.0,-73.8466,2.0,1.0,21.0,63.0,1.0
110001729.0,-73.95211,2.0,1.0,35.0,2.0,1.0
59553953.0,-73.93038,4.0,1.0,39.0,25.0,1.0
13164593.0,-73.96465,1.0,1.0,0.0,8.0,0.0
187116536.0,-73.95103,3.0,1.0,70.0,20.0,1.0
77778146.0,-73.94764,11.0,8.0,189.0,15.0,0.0
3298062.0,-73.99031,4.0,1.0,203.0,9.0,1.0
16437254.0,-73.96026,11.0,21.0,342.0,3.0,1.0
139259102.0,-73.99228,1.0,2.0,0.0,1.0,0.0
71754921.0,-73.94351,1.0,1.0,0.0,15.0,1.0
27007200.0,-73.93993,7.0,1.0,29.0,12.0,1.0
35667639.0,-73.98146,1.0,1.0,180.0,132.0,0.0
258826234.0,-73.95489,7.0,1.0,35.0,15.0,1.0
