host_id,longitude,number_of_reviews,calculated_host_listings_count,availability_365,neighbourhood_encoded,room_type_encoded
26806527.0,-73.98069,0.0,1.0,0.0,68.0,2.0
10663089.0,-73.95684,5.0,1.0,0.0,22.0,0.0
2871975.0,-73.96405,3.0,1.0,31.0,12.0,0.0
105225699.0,-73.79465,75.0,2.0,174.0,37.0,1.0
4413909.0,-73.99074,7.0,1.0,0.0,38.0,1.0
120890372.0,-73.90755,25.0,1.0,271.0,21.0,1.0
5744488.0,-73.94726,0.0,1.0,0.0,6.0,0.0
153568512.0,-73.99477,0.0,1.0,360.0,7.0,1.0
30283594.0,-73.992,0.0,121.0,349.0,14.0,1.0
50855262.0,-73.87853,2.0,3.0,0.0,81.0,0.0
21267483.0,-73.98028,3.0,1.0,0.0,8.0,1.0
205031545.0,-73.96515,0.0,49.0,251.0,1.0,1.0
18277294.0,-73.93544,1.0,1.0,0.0,15.0,0.0
229431423.0,-73.91608,1.0,1.0,89.0,15.0,0.0
16000650.0,-73.97807,1.0,1.0,0.0,16.0,1.0
2856748.0,-73.97844,1.0,49.0,311.0,5.0,1.0
153044885.0,-73.92879,77.0,1.0,17.0,6.0,1.0
11366961.0,-73.98252,0.0,1.0,0.0,68.0,1.0
245631422.0,-73.97994,0.0,1.0,352.0,8.0,1.0
11918958.0,-73.96123,0.0,1.0,0.0,15.0,0.0
44881523.0,-73.94695,13.0,1.0,0.0,2.0,1.0
32576167.0,-73.98606,0.0,1.0,0.0,1.0,0.0
219517861.0,-73.97458,1.0,327.0,159.0,5.0,1.0
1223359.0,-73.94358,9.0,1.0,329.0,2.0,0.0
15899162.0,-73.95845,10.0,1.0,0.0,20.0,1.0
46253884.0,-73.89678,73.0,1.0,318.0,100.0,1.0
12267269.0,-73.96466,17.0,1.0,11.0,29.0,1.0
56905821.0,-73.97827,29.0,1.0,0.0,8.0,0.0
28601986.0,-73.93502,10.0,1.0,0.0,4.0,1.0
5944076.0,-73.95263,15.0,1.0,251.0,24.0,0.0
40516440.0,-73.9558,52.0,1.0,341.0,73.0,0.0
23612276.0,-73.95436,15.0,1.0,213.0,2.0,0.0
111298791.0,-73.93432,51.0,1.0,0.0,30.0,0.0
113356258.0,-73.94726,0.0,1.0,0.0,28.0,0.0
24094081.0,-73.93174,1.0,1.0,0.0,21.0,0.0
516015.0,-73.95686,2.0,1.0,0.0,12.0,0.0
66269338.0,-73.88818,14.0,4.0,300.0,83.0,0.0
156958091.0,-73.90639,26.0,3.0,0.0,21.0,0.0
50949024.0,-73.92693,0.0,1.0,0.0,21.0,0.0
47718147.0,-73.94327,30.0,1.0,176.0,6.0,1.0
4070519.0,-73.95098,20.0,1.0,0.0,12.0,0.0
244082709.0,-73.76993,14.0,7.0,177.0,152.0,0.0
18674671.0,-73.91852,12.0,1.0,0.0,21.0,0.0
793717.0,-73.95593,38.0,1.0,314.0,12.0,1.0
43976299.0,-73.94582,0.0,1.0,0.0,2.0,1.0
25039950.0,-73.9387,1.0,2.0,0.0,12.0,0.0
11307033.0,-73.97753,68.0,2.0,22.0,19.0,0.0
60105727.0,-74.00303,31.0,2.0,12.0,11.0,1.0
10711342.0,-73.99012,1.0,1.0,0.0,79.0,1.0
50144728.0,-73.95044,148.0,1.0,0.0,2.0,1.0
973438.0,-73.94362,273.0,1.0,254.0,12.0,0.0
46953097.0,-73.91337,6.0,1.0,173.0,72.0,0.0
14942902.0,-73.9651,0.0,1.0,358.0,22.0,0.0
196211856.0,-73.98023,4.0,1.0,0.0,8.0,1.0
7592992.0,-73.96987,0.0,1.0,0.0,29.0,0.0
9727058.0,-73.95178,17.0,1.0,280.0,2.0,1.0
22534862.0,-73.85605,0.0,1.0,341.0,87.0,0.0
1289635.0,-73.95604,4.0,1.0,16.0,25.0,1.0
464506.0,-73.99752,172.0,2.0,64.0,9.0,0.0
219517861.0,-74.00515,0.0,327.0,333.0,43.0,1.0
28455413.0,-73.91525,5.0,2.0,0.0,21.0,0.0
18882408.0,-73.98602,7.0,1.0,0.0,1.0,0.0
983477.0,-73.95277,9.0,1.0,0.0,20.0,1.0
259623647.0,-73.95308,0.0,1.0,88.0,2.0,0.0
222549093.0,-73.95702,0.0,3.0,21.0,2.0,0.0
213208277.0,-73.99361,2.0,8.0,333.0,111.0,2.0
82746113.0,-73.96912,0.0,2.0,88.0,8.0,1.0
231704.0,-73.9789,1.0,3.0,357.0,8.0,1.0
43908809.0,-73.9037,3.0,3.0,65.0,31.0,0.0
77300379.0,-73.91788,37.0,1.0,74.0,39.0,1.0
259289556.0,-73.86451,1.0,1.0,48.0,103.0,0.0
33977623.0,-73.96451,16.0,1.0,67.0,12.0,1.0
893136.0,-73.95798,4.0,1.0,0.0,24.0,1.0
213138857.0,-73.9767,33.0,1.0,128.0,8.0,1.0
224489730.0,-73.99935,0.0,2.0,0.0,14.0,1.0
17603414.0,-73.94332,27.0,2.0,156.0,2.0,0.0
219517861.0,-74.00498,1.0,327.0,361.0,43.0,1.0
2222500.0,-73.94935,9.0,2.0,118.0,28.0,0.0
2558779.0,-73.90568,47.0,2.0,321.0,44.0,0.0
4279544.0,-74.00206,6.0,1.0,0.0,52.0,1.0
7475578.0,-73.99731,3.0,2.0,42.0,53.0,0.0
19071455.0,-74.00416,0.0,1.0,0.0,11.0,1.0
53228755.0,-73.9928,3.0,1.0,0.0,7.0,1.0
15322945.0,-73.92744,26.0,1.0,365.0,18.0,0.0
156668591.0,-73.9972,11.0,1.0,14.0,36.0,1.0
219517861.0,-73.98727,0.0,327.0,332.0,71.0,1.0
4126686.0,-73.93118,87.0,1.0,267.0,6.0,1.0
207396117.0,-73.9125,30.0,1.0,157.0,39.0,2.0
16445934.0,-73.94055,2.0,1.0,0.0,25.0,1.0
84071996.0,-73.92705,3.0,1.0,171.0,30.0,0.0
205684793.0,-73.84846,4.0,2.0,0.0,129.0,1.0
189075482.0,-73.89201,17.0,3.0,67.0,84.0,0.0
37907767.0,-73.96043,1.0,1.0,0.0,28.0,0.0
14607718.0,-73.95807,58.0,1.0,257.0,20.0,1.0
1710940.0,-73.99253,59.0,1.0,194.0,7.0,0.0
215884830.0,-74.00403,23.0,4.0,327.0,79.0,0.0
3709510.0,-73.92477,18.0,3.0,146.0,21.0,0.0
219517861.0,-74.00532,0.0,327.0,361.0,43.0,1.0
22057975.0,-73.92535,120.0,1.0,100.0,21.0,1.0
5722995.0,-73.94893,87.0,1.0,77.0,12.0,1.0
134428157.0,-73.94242,12.0,7.0,0.0,6.0,1.0
231858639.0,-73.96102,0.0,1.0,325.0,24.0,1.0
65800377.0,-73.92351,90.0,3.0,33.0,21.0,0.0
50680795.0,-73.94663,1.0,1.0,0.0,2.0,0.0
141931484.0,-73.92898,15.0,3.0,329.0,35.0,0.0
266797970.0,-73.99955,1.0,1.0,146.0,52.0,1.0
403032.0,-73.78954,112.0,1.0,162.0,120.0,1.0
7475363.0,-73.9551,77.0,2.0,259.0,28.0,0.0
2179149.0,-73.92894,3.0,1.0,0.0,6.0,1.0
221213143.0,-74.00064,3.0,9.0,361.0,27.0,1.0
2514859.0,-73.95298,2.0,2.0,0.0,6.0,0.0
263564835.0,-73.98286,0.0,1.0,363.0,1.0,0.0
20631010.0,-73.95424,0.0,1.0,0.0,12.0,1.0
10528287.0,-73.95534,200.0,2.0,208.0,12.0,1.0
4099467.0,-73.98838,2.0,1.0,0.0,23.0,1.0
158215530.0,-73.92463,0.0,2.0,365.0,80.0,0.0
2788934.0,-73.94414,155.0,2.0,60.0,20.0,0.0
221548872.0,-73.99521,3.0,1.0,0.0,7.0,1.0
95886123.0,-73.92293,43.0,2.0,331.0,56.0,0.0
157666408.0,-73.95132,0.0,1.0,16.0,54.0,0.0
54043278.0,-73.95677,0.0,1.0,0.0,6.0,0.0
119029523.0,-74.02942,4.0,3.0,312.0,75.0,1.0
3598494.0,-73.99929,3.0,1.0,0.0,11.0,1.0
7379093.0,-73.96746,108.0,2.0,156.0,8.0,1.0
213781715.0,-73.95036,0.0,33.0,180.0,20.0,0.0
220574429.0,-73.99093,1.0,3.0,70.0,50.0,0.0
12579773.0,-73.95117,1.0,1.0,15.0,28.0,0.0
149296548.0,-73.91492,29.0,1.0,63.0,21.0,0.0
160618190.0,-73.81546,0.0,1.0,348.0,46.0,1.0
13126043.0,-73.98447,1.0,2.0,26.0,1.0,0.0
29417590.0,-73.991,2.0,1.0,0.0,14.0,0.0
3404680.0,-73.92832,35.0,1.0,144.0,56.0,0.0
271162941.0,-73.95458,0.0,3.0,330.0,117.0,0.0
25311040.0,-74.01206,0.0,1.0,0.0,79.0,0.0
41407057.0,-73.988,4.0,1.0,0.0,10.0,1.0
9773128.0,-73.9761,0.0,1.0,156.0,16.0,1.0
37731938.0,-73.92375,11.0,1.0,89.0,21.0,0.0
11360525.0,-73.92361,4.0,1.0,0.0,39.0,1.0
7360880.0,-73.9571,2.0,1.0,0.0,6.0,0.0
17271293.0,-73.94031,38.0,1.0,0.0,6.0,1.0
47625541.0,-73.97999,4.0,2.0,1.0,19.0,0.0
120762452.0,-73.97562,1.0,50.0,365.0,5.0,1.0
56710089.0,-73.94375,42.0,1.0,267.0,2.0,1.0
51327044.0,-73.9857,0.0,1.0,0.0,68.0,1.0
117492425.0,-74.08027,61.0,6.0,178.0,41.0,0.0
47515751.0,-73.92563,1.0,2.0,81.0,18.0,0.0
175019394.0,-73.77832,138.0,6.0,177.0,46.0,0.0
24109809.0,-73.93159,0.0,1.0,0.0,56.0,0.0
148102066.0,-73.94396,85.0,4.0,0.0,6.0,0.0
82646321.0,-73.99381,77.0,1.0,9.0,7.0,1.0
264495166.0,-73.95779,1.0,3.0,46.0,2.0,0.0
61585315.0,-73.97737,3.0,1.0,0.0,8.0,0.0
209386156.0,-73.94214,35.0,9.0,9.0,4.0,2.0
23772724.0,-73.9329,12.0,15.0,342.0,4.0,1.0
38119047.0,-74.00736,8.0,2.0,89.0,79.0,0.0
129273512.0,-73.99362,133.0,3.0,336.0,34.0,0.0
65804.0,-73.9882,12.0,2.0,9.0,19.0,1.0
11385753.0,-74.00943,0.0,1.0,0.0,43.0,2.0
202307843.0,-73.95096,19.0,1.0,0.0,6.0,1.0
4938247.0,-73.97925,163.0,1.0,163.0,16.0,0.0
144851882.0,-73.97839,0.0,1.0,0.0,26.0,0.0
1540903.0,-73.91196,237.0,1.0,71.0,49.0,1.0
249929999.0,-73.98816,11.0,1.0,282.0,68.0,1.0
2605064.0,-73.95019,194.0,1.0,338.0,2.0,1.0
151372422.0,-73.99869,3.0,1.0,0.0,27.0,1.0
76931387.0,-73.95479,16.0,1.0,0.0,6.0,1.0
100106209.0,-73.96234,45.0,2.0,303.0,24.0,0.0
23777742.0,-73.94218,0.0,1.0,242.0,2.0,1.0
22659263.0,-73.94888,6.0,1.0,96.0,15.0,1.0
12810839.0,-74.00529,32.0,2.0,0.0,11.0,0.0
23821111.0,-73.99413,0.0,1.0,0.0,52.0,0.0
2558779.0,-73.90716,45.0,2.0,304.0,44.0,0.0
9270927.0,-73.9892,0.0,1.0,0.0,19.0,1.0
1427381.0,-73.95505,35.0,2.0,161.0,12.0,0.0
32209352.0,-73.91303,17.0,2.0,307.0,21.0,0.0
23268312.0,-73.95439,14.0,1.0,15.0,24.0,0.0
94243268.0,-73.92092,0.0,1.0,83.0,21.0,0.0
48100358.0,-73.95939,147.0,3.0,24.0,12.0,0.0
6771594.0,-74.00429,0.0,1.0,0.0,77.0,0.0
2371814.0,-73.99968,2.0,1.0,0.0,33.0,1.0
174805880.0,-74.0325,25.0,1.0,348.0,90.0,1.0
10262386.0,-73.97849,12.0,1.0,47.0,16.0,1.0
27181542.0,-73.94943,0.0,1.0,325.0,28.0,1.0
158330638.0,-73.98946,3.0,1.0,0.0,7.0,0.0
6272532.0,-74.00213,8.0,1.0,0.0,27.0,1.0
21498793.0,-73.95928,21.0,1.0,15.0,15.0,1.0
11418466.0,-73.94867,50.0,1.0,246.0,12.0,0.0
3011547.0,-73.98572,34.0,3.0,333.0,38.0,1.0
5291405.0,-73.9605,5.0,1.0,0.0,3.0,0.0
40632179.0,-73.9407,0.0,3.0,278.0,2.0,0.0
2547347.0,-73.99444,7.0,1.0,326.0,32.0,1.0
87766324.0,-73.9349,88.0,2.0,9.0,6.0,1.0
127925141.0,-73.93017,2.0,1.0,0.0,21.0,0.0
266828681.0,-73.99458,12.0,1.0,189.0,7.0,1.0
5226176.0,-73.96407,2.0,1.0,9.0,12.0,1.0
8838470.0,-73.98749,79.0,1.0,137.0,7.0,1.0
260688089.0,-73.92534,1.0,2.0,147.0,6.0,0.0
163576102.0,-73.9632,2.0,1.0,268.0,22.0,1.0
22620829.0,-73.95829,6.0,1.0,0.0,12.0,0.0
21524809.0,-73.94464,6.0,1.0,55.0,12.0,0.0
178807971.0,-73.97021,2.0,1.0,11.0,1.0,1.0
40085320.0,-73.94399,11.0,2.0,44.0,24.0,0.0
207078295.0,-73.83457,0.0,1.0,364.0,95.0,0.0
135904657.0,-73.94942,70.0,2.0,0.0,2.0,0.0
49489331.0,-73.93293,1.0,1.0,0.0,15.0,0.0
75224005.0,-73.97942,1.0,1.0,11.0,17.0,1.0
21841949.0,-73.95304,21.0,2.0,292.0,15.0,0.0
3532263.0,-73.92244,51.0,4.0,357.0,21.0,1.0
200380610.0,-73.99049,0.0,65.0,339.0,1.0,1.0
148958163.0,-73.85382,0.0,1.0,0.0,88.0,2.0
41514104.0,-73.92562,85.0,1.0,269.0,21.0,1.0
7318649.0,-73.93115,144.0,1.0,249.0,6.0,1.0
39834676.0,-73.94775,5.0,1.0,266.0,15.0,1.0
36481078.0,-74.00472,74.0,1.0,247.0,27.0,1.0
197400421.0,-73.99986,0.0,2.0,333.0,9.0,0.0
640117.0,-73.95605,4.0,5.0,0.0,12.0,0.0
209386156.0,-73.94116,62.0,9.0,3.0,4.0,2.0
199833548.0,-73.9251,25.0,9.0,336.0,39.0,0.0
21888830.0,-74.00402,5.0,1.0,130.0,11.0,1.0
9947836.0,-73.89454,61.0,2.0,22.0,99.0,0.0
26045887.0,-73.9736,43.0,2.0,176.0,5.0,0.0
24464178.0,-73.99433,7.0,1.0,0.0,14.0,1.0
8452639.0,-73.96143,68.0,3.0,362.0,22.0,0.0
6564232.0,-73.93616,3.0,1.0,0.0,2.0,0.0
23262657.0,-73.85025,9.0,2.0,4.0,63.0,1.0
234396332.0,-73.8874,19.0,2.0,143.0,103.0,1.0
51368588.0,-73.95871,35.0,2.0,0.0,28.0,1.0
12881527.0,-73.95002,17.0,1.0,362.0,6.0,1.0
