host_id,longitude,number_of_reviews,calculated_host_listings_count,availability_365,neighbourhood_encoded,room_type_encoded
1863447.0,-73.96514,63.0,1.0,0.0,29.0,0.0
45864201.0,-73.99913,0.0,1.0,0.0,14.0,1.0
37708037.0,-74.00438,5.0,1.0,37.0,43.0,1.0
200621725.0,-73.94082,70.0,2.0,30.0,12.0,0.0
23257217.0,-73.9185,3.0,1.0,25.0,21.0,1.0
12243051.0,-73.97177,0.0,96.0,323.0,26.0,1.0
6696691.0,-73.98958,0.0,1.0,0.0,23.0,0.0
205055.0,-73.95515,3.0,1.0,0.0,12.0,1.0
1287787.0,-73.95894,3.0,2.0,63.0,24.0,0.0
7933261.0,-73.95639,1.0,1.0,43.0,28.0,1.0
118442680.0,-74.00679,5.0,1.0,149.0,135.0,0.0
28573.0,-73.9135,140.0,1.0,144.0,6.0,0.0
2148881.0,-73.94633,69.0,1.0,0.0,25.0,0.0
13347167.0,-73.95675,4.0,29.0,308.0,28.0,1.0
129333453.0,-73.98701,19.0,1.0,34.0,23.0,1.0
177846.0,-73.977,27.0,2.0,11.0,13.0,1.0
217321404.0,-74.0049,15.0,1.0,6.0,11.0,1.0
247446830.0,-73.94915,15.0,2.0,48.0,2.0,0.0
1155050.0,-73.99114,80.0,1.0,199.0,9.0,1.0
22420999.0,-73.83061,0.0,5.0,363.0,124.0,0.0
38863621.0,-73.95268,3.0,1.0,0.0,2.0,0.0
31304940.0,-73.96215,106.0,8.0,104.0,12.0,0.0
39528519.0,-73.98696,0.0,28.0,321.0,23.0,2.0
36579046.0,-74.00018,75.0,1.0,11.0,27.0,0.0
12243051.0,-74.0086,0.0,96.0,220.0,43.0,1.0
369226.0,-73.92518,2.0,1.0,0.0,56.0,2.0
51171909.0,-73.98144,12.0,1.0,23.0,8.0,0.0
11785148.0,-73.95624,1.0,1.0,163.0,22.0,1.0
92493393.0,-74.11403,56.0,5.0,355.0,158.0,0.0
107434423.0,-73.99753,0.0,232.0,339.0,14.0,1.0
129902279.0,-73.99087,7.0,1.0,66.0,79.0,0.0
39615319.0,-73.98896,3.0,1.0,0.0,19.0,0.0
1427352.0,-73.92622,2.0,1.0,0.0,6.0,0.0
16098958.0,-73.98475,0.0,96.0,312.0,68.0,1.0
119669058.0,-73.95706,10.0,34.0,313.0,6.0,0.0
51940393.0,-73.94877,74.0,1.0,231.0,6.0,1.0
226715173.0,-73.98666,2.0,2.0,365.0,19.0,1.0
9685977.0,-73.95102,29.0,1.0,260.0,2.0,1.0
2856748.0,-73.98649,0.0,49.0,365.0,7.0,1.0
2332618.0,-73.95395,214.0,2.0,354.0,12.0,0.0
181356989.0,-73.96696,1.0,2.0,56.0,82.0,1.0
2861768.0,-73.95323,31.0,3.0,18.0,2.0,0.0
107434423.0,-73.97794,0.0,232.0,333.0,26.0,1.0
7014073.0,-73.96567,7.0,1.0,0.0,12.0,0.0
105758386.0,-73.93454,2.0,1.0,0.0,12.0,1.0
266590338.0,-73.94993,0.0,1.0,77.0,28.0,1.0
7149725.0,-73.92232,2.0,1.0,0.0,21.0,1.0
2370813.0,-73.98845,19.0,2.0,209.0,34.0,1.0
46397067.0,-73.96496,2.0,1.0,362.0,29.0,0.0
16775193.0,-74.00356,1.0,1.0,0.0,27.0,1.0
1535912.0,-73.923,170.0,1.0,37.0,21.0,0.0
150687748.0,-73.98843,3.0,1.0,0.0,7.0,1.0
21508828.0,-73.90364,31.0,2.0,365.0,59.0,0.0
31880119.0,-73.99541,9.0,1.0,0.0,64.0,1.0
184750740.0,-73.91095,0.0,4.0,179.0,177.0,2.0
2511668.0,-73.89972,19.0,1.0,81.0,59.0,0.0
15616046.0,-73.96446,1.0,1.0,0.0,29.0,1.0
24048208.0,-73.95728,0.0,1.0,0.0,6.0,1.0
4383413.0,-73.94693,5.0,1.0,0.0,54.0,1.0
30868859.0,-73.95208,36.0,1.0,0.0,28.0,1.0
83141510.0,-73.91746,0.0,1.0,0.0,21.0,1.0
806774.0,-73.96685,5.0,2.0,156.0,12.0,2.0
24704747.0,-73.95684,3.0,1.0,0.0,28.0,1.0
186798498.0,-73.98864,50.0,1.0,325.0,23.0,1.0
254509494.0,-73.99819,6.0,1.0,144.0,52.0,1.0
219517861.0,-74.00471,0.0,327.0,333.0,43.0,1.0
37138042.0,-73.94646,112.0,1.0,144.0,30.0,0.0
26315450.0,-73.908,8.0,1.0,0.0,6.0,0.0
3647.0,-73.88279,48.0,2.0,301.0,81.0,1.0
213774428.0,-74.00654,42.0,1.0,42.0,102.0,1.0
15753023.0,-73.9689,5.0,1.0,0.0,12.0,1.0
137358866.0,-73.94278,1.0,103.0,237.0,2.0,0.0
104125363.0,-73.94479,1.0,1.0,0.0,25.0,0.0
40436170.0,-73.90781,5.0,1.0,65.0,56.0,1.0
844422.0,-73.94002,0.0,1.0,0.0,20.0,1.0
32503657.0,-73.99318,0.0,1.0,0.0,7.0,1.0
22118412.0,-73.94938,0.0,1.0,19.0,2.0,0.0
530553.0,-73.92036,70.0,1.0,309.0,6.0,1.0
4223227.0,-73.99172,18.0,1.0,0.0,23.0,1.0
156948703.0,-73.87342,95.0,6.0,341.0,103.0,1.0
1582736.0,-73.99498,7.0,1.0,0.0,52.0,1.0
173311396.0,-73.93742,5.0,1.0,21.0,4.0,1.0
251826717.0,-73.9432,6.0,1.0,0.0,6.0,0.0
103611863.0,-73.96964,7.0,1.0,318.0,67.0,0.0
37927366.0,-73.94521,0.0,1.0,0.0,2.0,1.0
75248463.0,-73.94751,9.0,4.0,49.0,54.0,0.0
169382341.0,-73.98396,11.0,2.0,76.0,19.0,0.0
32306916.0,-73.95157,4.0,1.0,0.0,15.0,0.0
33680384.0,-73.98085,0.0,1.0,0.0,26.0,1.0
38386349.0,-73.98884,4.0,1.0,0.0,23.0,1.0
116742660.0,-73.92007,3.0,1.0,101.0,56.0,1.0
17877401.0,-73.90685,2.0,1.0,341.0,44.0,0.0
145878384.0,-73.93009,11.0,7.0,330.0,54.0,0.0
49562545.0,-73.94951,187.0,2.0,39.0,12.0,1.0
265703830.0,-73.94627,0.0,1.0,365.0,6.0,0.0
156158778.0,-73.95989,0.0,12.0,146.0,28.0,1.0
246432505.0,-73.98722,7.0,1.0,0.0,1.0,1.0
3389514.0,-73.93543,59.0,1.0,6.0,6.0,0.0
45468039.0,-73.95862,53.0,1.0,13.0,12.0,1.0
62660832.0,-73.98226,42.0,1.0,117.0,16.0,1.0
37333386.0,-73.9873,41.0,3.0,181.0,7.0,1.0
1631330.0,-73.97781,2.0,1.0,0.0,13.0,1.0
274103383.0,-74.00335,0.0,1.0,84.0,11.0,0.0
6959160.0,-73.98981,9.0,1.0,6.0,7.0,1.0
57455831.0,-73.96606,1.0,2.0,0.0,3.0,1.0
228622994.0,-73.79363,26.0,1.0,0.0,46.0,0.0
2483236.0,-74.16178,11.0,1.0,88.0,104.0,0.0
1146744.0,-73.95298,22.0,1.0,335.0,20.0,1.0
58403098.0,-73.92738,39.0,3.0,304.0,25.0,0.0
2005639.0,-73.97273,0.0,1.0,0.0,8.0,1.0
107434423.0,-73.97676,0.0,232.0,334.0,8.0,1.0
135060128.0,-73.94913,35.0,2.0,269.0,12.0,1.0
61491.0,-73.9515,1.0,2.0,207.0,28.0,1.0
211549023.0,-73.9885,13.0,13.0,358.0,1.0,1.0
191765199.0,-73.94163,18.0,6.0,38.0,30.0,0.0
623474.0,-73.96494,0.0,1.0,0.0,12.0,1.0
552453.0,-73.98781,12.0,1.0,31.0,19.0,1.0
6515431.0,-73.93646,2.0,1.0,0.0,12.0,0.0
16098958.0,-73.96586,1.0,96.0,250.0,8.0,1.0
23039272.0,-73.95477,1.0,1.0,0.0,6.0,0.0
37188098.0,-73.92233,13.0,2.0,183.0,56.0,0.0
7988149.0,-73.96602,195.0,1.0,331.0,12.0,1.0
3551179.0,-73.89337,20.0,1.0,311.0,59.0,0.0
128914189.0,-73.96031,0.0,2.0,1.0,12.0,1.0
266600351.0,-73.94989,0.0,1.0,121.0,4.0,1.0
198890291.0,-73.90553,55.0,1.0,133.0,31.0,1.0
58254001.0,-73.96807,17.0,1.0,129.0,8.0,0.0
38530455.0,-73.98976,135.0,1.0,68.0,7.0,0.0
40703442.0,-73.94228,2.0,3.0,0.0,2.0,1.0
218940337.0,-73.96534,0.0,1.0,49.0,22.0,1.0
193910244.0,-73.95086,20.0,1.0,0.0,15.0,1.0
6284535.0,-73.9425,0.0,1.0,187.0,12.0,0.0
190643075.0,-74.02305,1.0,1.0,0.0,90.0,1.0
224141746.0,-74.00428,3.0,1.0,10.0,11.0,1.0
137358866.0,-73.90804,0.0,103.0,215.0,31.0,0.0
6964353.0,-73.96418,6.0,1.0,0.0,8.0,1.0
112851539.0,-73.98841,85.0,1.0,208.0,19.0,1.0
180329864.0,-73.9963,4.0,1.0,42.0,52.0,1.0
2506798.0,-73.99393,0.0,1.0,90.0,52.0,1.0
154302755.0,-73.9259,5.0,5.0,110.0,6.0,0.0
49701132.0,-74.00622,86.0,1.0,261.0,14.0,1.0
100970377.0,-73.94331,3.0,1.0,0.0,2.0,1.0
31425596.0,-73.97878,67.0,1.0,85.0,8.0,1.0
54282449.0,-73.92773,38.0,1.0,195.0,6.0,1.0
268419.0,-73.97136,0.0,1.0,0.0,8.0,1.0
11546043.0,-73.95934,11.0,3.0,320.0,24.0,0.0
145802745.0,-74.00508,16.0,1.0,354.0,111.0,0.0
116874533.0,-73.94609,30.0,2.0,331.0,2.0,0.0
2199778.0,-73.9547,6.0,1.0,4.0,12.0,1.0
238750007.0,-73.94939,20.0,3.0,310.0,2.0,1.0
16098958.0,-73.9852,1.0,96.0,282.0,68.0,1.0
7947211.0,-73.96669,44.0,1.0,7.0,29.0,1.0
25365575.0,-73.93363,29.0,1.0,13.0,12.0,0.0
55808233.0,-73.99216,0.0,1.0,0.0,7.0,0.0
244182582.0,-73.99305,0.0,4.0,364.0,23.0,0.0
3758251.0,-73.97208,2.0,1.0,0.0,0.0,1.0
1132207.0,-74.00807,7.0,1.0,35.0,11.0,1.0
336228.0,-73.91564,2.0,1.0,0.0,39.0,0.0
34546849.0,-73.92827,131.0,3.0,255.0,6.0,0.0
82182158.0,-73.98796,1.0,1.0,1.0,19.0,1.0
59529529.0,-73.99424,220.0,6.0,180.0,7.0,0.0
205031545.0,-73.96536,0.0,49.0,257.0,1.0,1.0
8857758.0,-73.89916,1.0,2.0,160.0,126.0,1.0
49572701.0,-73.94739,69.0,1.0,226.0,2.0,1.0
22541573.0,-73.99292,0.0,87.0,115.0,7.0,1.0
30656620.0,-73.95292,0.0,1.0,0.0,15.0,0.0
949221.0,-73.95641,401.0,2.0,43.0,24.0,0.0
210179412.0,-73.76645,16.0,1.0,14.0,152.0,2.0
100829279.0,-73.97148,202.0,3.0,211.0,1.0,1.0
211549023.0,-73.9868,2.0,13.0,259.0,1.0,1.0
187648135.0,-73.85491,38.0,1.0,85.0,69.0,0.0
226414315.0,-73.9906,5.0,1.0,78.0,7.0,0.0
194953121.0,-73.97278,0.0,1.0,132.0,1.0,1.0
16098958.0,-73.95126,1.0,96.0,239.0,28.0,1.0
103726845.0,-73.96459,0.0,2.0,0.0,8.0,0.0
1961818.0,-73.992,1.0,1.0,0.0,23.0,1.0
54081802.0,-73.91014,0.0,1.0,0.0,44.0,0.0
238957303.0,-73.9378,13.0,3.0,162.0,6.0,0.0
595368.0,-73.97408,0.0,1.0,358.0,8.0,1.0
50364039.0,-73.96412,0.0,3.0,314.0,12.0,1.0
107162130.0,-74.00663,0.0,1.0,0.0,11.0,1.0
41457105.0,-73.95854,0.0,1.0,0.0,20.0,1.0
115545139.0,-73.89396,56.0,2.0,27.0,70.0,0.0
52022983.0,-73.9652,0.0,1.0,0.0,8.0,1.0
49164956.0,-73.91489,59.0,5.0,24.0,6.0,1.0
96222132.0,-74.00358,23.0,4.0,325.0,79.0,0.0
56878925.0,-73.92055,4.0,2.0,3.0,100.0,2.0
6900478.0,-73.95299,0.0,2.0,83.0,20.0,0.0
3033622.0,-73.97365,1.0,2.0,210.0,17.0,1.0
107434423.0,-74.00645,1.0,232.0,331.0,77.0,1.0
19643468.0,-73.94541,2.0,1.0,0.0,12.0,0.0
25115746.0,-73.97624,0.0,1.0,89.0,8.0,2.0
88367005.0,-73.90588,1.0,1.0,0.0,21.0,0.0
4765305.0,-73.98454,3.0,4.0,201.0,19.0,0.0
2482069.0,-73.98828,0.0,1.0,0.0,50.0,0.0
63966717.0,-73.89165,1.0,2.0,0.0,182.0,0.0
31315978.0,-73.91293,23.0,1.0,20.0,147.0,1.0
57160283.0,-73.93719,20.0,1.0,0.0,6.0,1.0
19289048.0,-73.97902,15.0,1.0,66.0,13.0,1.0
41434577.0,-73.96556,0.0,1.0,32.0,45.0,0.0
23955743.0,-73.97438,12.0,1.0,0.0,16.0,1.0
217521776.0,-73.9783,17.0,1.0,74.0,19.0,1.0
97796457.0,-73.96409,17.0,1.0,0.0,8.0,1.0
79753770.0,-73.94294,3.0,2.0,323.0,30.0,1.0
107434423.0,-73.95486,0.0,232.0,127.0,28.0,1.0
1692708.0,-73.95459,0.0,1.0,42.0,20.0,1.0
95892016.0,-73.98402,4.0,5.0,318.0,19.0,0.0
73826443.0,-73.88964,4.0,1.0,0.0,83.0,0.0
2677753.0,-73.98076,0.0,1.0,365.0,1.0,0.0
45536295.0,-73.93691,3.0,1.0,0.0,2.0,1.0
8113165.0,-73.90941,1.0,2.0,132.0,100.0,0.0
5487321.0,-73.98308,0.0,1.0,0.0,68.0,0.0
48588586.0,-73.96825,0.0,1.0,0.0,1.0,0.0
45354224.0,-73.92118,240.0,1.0,298.0,56.0,0.0
171250.0,-73.95541,3.0,1.0,0.0,12.0,0.0
120574445.0,-73.97986,45.0,1.0,3.0,38.0,1.0
126897791.0,-74.00562,0.0,1.0,0.0,43.0,0.0
261750091.0,-73.9818,0.0,7.0,315.0,71.0,0.0
191229616.0,-73.94145,10.0,2.0,35.0,30.0,0.0
151048265.0,-74.00139,2.0,1.0,39.0,14.0,1.0
126625033.0,-73.96503,0.0,1.0,0.0,45.0,0.0
105221828.0,-73.90797,1.0,1.0,0.0,6.0,0.0
2138902.0,-73.99299,0.0,1.0,0.0,34.0,0.0
1211994.0,-73.96125,1.0,1.0,0.0,22.0,0.0
15929586.0,-73.90566,95.0,1.0,336.0,49.0,0.0
6924461.0,-73.91429,39.0,1.0,68.0,44.0,0.0
14759219.0,-73.97958,2.0,1.0,0.0,5.0,1.0
7027562.0,-73.73986,5.0,1.0,363.0,61.0,0.0
1335392.0,-73.95868,0.0,1.0,0.0,12.0,1.0
259207391.0,-73.79856,3.0,3.0,174.0,46.0,0.0
32502340.0,-73.95478,8.0,1.0,0.0,2.0,1.0
48146336.0,-73.99388,4.0,20.0,332.0,7.0,1.0
175730239.0,-73.92728,2.0,12.0,361.0,39.0,2.0
1679702.0,-73.9932,4.0,1.0,0.0,48.0,1.0
15823911.0,-73.92801,0.0,1.0,0.0,25.0,0.0
99235017.0,-74.0075,74.0,1.0,83.0,79.0,1.0
22764554.0,-73.95981,1.0,1.0,0.0,12.0,0.0
107434423.0,-73.98765,0.0,232.0,174.0,19.0,1.0
103166867.0,-73.92858,0.0,1.0,0.0,18.0,1.0
151300770.0,-73.95093,5.0,4.0,272.0,28.0,0.0
6423838.0,-73.94539,1.0,1.0,83.0,54.0,0.0
3740730.0,-73.98593,186.0,2.0,254.0,71.0,1.0
46562860.0,-73.88906,8.0,1.0,363.0,99.0,0.0
35303743.0,-73.98367,0.0,1.0,97.0,8.0,0.0
83756656.0,-73.99076,21.0,1.0,0.0,23.0,2.0
28706617.0,-73.93532,0.0,1.0,0.0,4.0,1.0
10575779.0,-73.91762,1.0,1.0,0.0,56.0,1.0
27131793.0,-73.89329,19.0,1.0,0.0,83.0,0.0
224827088.0,-74.00962,8.0,1.0,38.0,43.0,1.0
95734400.0,-73.94918,4.0,1.0,0.0,28.0,1.0
23436785.0,-73.90037,11.0,1.0,363.0,49.0,1.0
9380030.0,-73.98519,1.0,1.0,56.0,19.0,1.0
11740479.0,-73.9935,6.0,1.0,0.0,23.0,1.0
6105036.0,-73.95106,20.0,3.0,283.0,2.0,0.0
420993.0,-73.95758,0.0,1.0,0.0,12.0,1.0
24258807.0,-73.94098,12.0,1.0,0.0,20.0,1.0
245886857.0,-73.94215,0.0,2.0,364.0,2.0,0.0
62130666.0,-73.94854,110.0,1.0,124.0,12.0,1.0
42994195.0,-73.93305,0.0,1.0,0.0,12.0,0.0
102841376.0,-73.98954,3.0,1.0,0.0,19.0,0.0
25701819.0,-73.9232,0.0,1.0,0.0,6.0,0.0
214187963.0,-74.00395,1.0,2.0,103.0,11.0,1.0
168465501.0,-73.97759,3.0,4.0,311.0,5.0,1.0
56184689.0,-73.91735,3.0,2.0,0.0,56.0,1.0
54058956.0,-73.96308,0.0,1.0,0.0,22.0,0.0
22808020.0,-73.91882,1.0,1.0,0.0,21.0,1.0
72015600.0,-73.95486,3.0,1.0,0.0,22.0,0.0
242322561.0,-73.8693,51.0,1.0,66.0,103.0,0.0
77915011.0,-73.98672,1.0,1.0,0.0,7.0,0.0
125576446.0,-73.96999,1.0,1.0,0.0,29.0,1.0
159974287.0,-73.8238,34.0,1.0,353.0,37.0,0.0
12483101.0,-73.93819,1.0,1.0,342.0,25.0,0.0
61873.0,-73.96032,24.0,1.0,30.0,15.0,0.0
87889145.0,-73.90285,68.0,1.0,240.0,100.0,1.0
211353692.0,-74.01419,8.0,2.0,0.0,79.0,0.0
61393656.0,-73.99103,65.0,1.0,3.0,111.0,1.0
10590692.0,-74.00012,35.0,2.0,179.0,14.0,1.0
363717.0,-73.98122,2.0,1.0,127.0,19.0,1.0
79231531.0,-73.97795,1.0,1.0,0.0,8.0,1.0
54498900.0,-73.97272,4.0,1.0,0.0,8.0,1.0
189792874.0,-73.90916,16.0,1.0,358.0,100.0,1.0
99237414.0,-73.94376,21.0,1.0,46.0,4.0,0.0
48035228.0,-73.99586,3.0,1.0,0.0,60.0,0.0
10032016.0,-73.95813,1.0,1.0,34.0,45.0,1.0
1427381.0,-73.95191,0.0,2.0,354.0,12.0,1.0
32792372.0,-73.95362,18.0,1.0,0.0,15.0,0.0
3370705.0,-73.96338,78.0,1.0,65.0,12.0,1.0
1521811.0,-73.95217,1.0,1.0,11.0,20.0,0.0
69545883.0,-73.97155,1.0,12.0,365.0,1.0,0.0
105507665.0,-73.93234,73.0,1.0,228.0,6.0,1.0
51262617.0,-73.95247,101.0,1.0,284.0,20.0,0.0
12435489.0,-73.95375,1.0,1.0,0.0,20.0,0.0
66472428.0,-73.94344,1.0,1.0,0.0,2.0,1.0
9470293.0,-73.96101,3.0,1.0,188.0,22.0,0.0
178986313.0,-73.95921,91.0,1.0,79.0,6.0,1.0
24482415.0,-74.02946,2.0,1.0,1.0,90.0,0.0
51501835.0,-73.99453,3.0,31.0,326.0,7.0,1.0
7503643.0,-73.9406,0.0,52.0,5.0,20.0,1.0
67373452.0,-73.90064,6.0,1.0,128.0,44.0,0.0
1027283.0,-73.99743,33.0,1.0,20.0,79.0,0.0
19143974.0,-74.07834,93.0,1.0,279.0,41.0,0.0
62316080.0,-73.94995,181.0,1.0,282.0,12.0,0.0
12214869.0,-73.96611,102.0,1.0,276.0,22.0,1.0
93392260.0,-73.89071,0.0,2.0,364.0,70.0,0.0
252607014.0,-73.9398,6.0,1.0,25.0,2.0,1.0
19377326.0,-73.96007,25.0,1.0,0.0,15.0,1.0
266333619.0,-73.93166,3.0,1.0,75.0,30.0,1.0
178059867.0,-73.80482,62.0,3.0,172.0,37.0,0.0
23387933.0,-74.00035,1.0,1.0,0.0,52.0,1.0
12495861.0,-73.96758,0.0,1.0,0.0,8.0,0.0
16155254.0,-73.98178,169.0,4.0,238.0,19.0,1.0
32785916.0,-73.95648,0.0,1.0,0.0,12.0,0.0
76537707.0,-73.97479,1.0,1.0,0.0,8.0,0.0
21679450.0,-73.95871,4.0,2.0,0.0,2.0,0.0
63393629.0,-73.97677,15.0,1.0,302.0,1.0,1.0
9784802.0,-73.98081,70.0,1.0,71.0,8.0,1.0
14970988.0,-74.01049,57.0,1.0,187.0,11.0,1.0
18156463.0,-73.99518,0.0,1.0,0.0,64.0,1.0
106454216.0,-73.91815,54.0,2.0,308.0,21.0,1.0
131647128.0,-73.9874,21.0,25.0,318.0,8.0,1.0
5252932.0,-73.9471,0.0,1.0,0.0,12.0,0.0
206714649.0,-73.79675,49.0,3.0,38.0,160.0,0.0
5938496.0,-73.99438,26.0,1.0,0.0,64.0,1.0
1460313.0,-73.89972,14.0,2.0,35.0,44.0,0.0
25134906.0,-73.9479,0.0,1.0,365.0,4.0,1.0
150647463.0,-73.93033,2.0,2.0,180.0,21.0,0.0
1494472.0,-73.97493,1.0,2.0,177.0,13.0,1.0
126510786.0,-74.00006,1.0,1.0,0.0,27.0,0.0
73498715.0,-73.91404,9.0,1.0,61.0,21.0,1.0
165492173.0,-73.97476,0.0,1.0,0.0,16.0,1.0
78732090.0,-73.94653,0.0,1.0,0.0,25.0,0.0
27087652.0,-73.92612,1.0,1.0,0.0,21.0,0.0
24841295.0,-73.97696,5.0,1.0,0.0,19.0,0.0
822034.0,-73.99384,0.0,1.0,54.0,36.0,1.0
18111963.0,-73.93716,0.0,1.0,0.0,30.0,1.0
20377891.0,-73.99004,1.0,2.0,92.0,9.0,1.0
60002757.0,-73.97031,3.0,1.0,0.0,8.0,1.0
17822256.0,-73.95676,40.0,4.0,141.0,2.0,0.0
36571434.0,-73.96448,24.0,1.0,20.0,8.0,0.0
2120889.0,-73.9379,0.0,1.0,66.0,12.0,0.0
22899212.0,-73.90868,1.0,1.0,0.0,49.0,0.0
173373234.0,-73.97035,7.0,2.0,188.0,1.0,1.0
4954283.0,-73.93675,120.0,1.0,90.0,30.0,0.0
87348589.0,-73.94836,3.0,1.0,0.0,28.0,1.0
119669058.0,-73.95654,13.0,34.0,359.0,6.0,2.0
12126255.0,-73.98874,28.0,1.0,282.0,76.0,1.0
119669258.0,-73.94098,77.0,1.0,88.0,6.0,1.0
230917343.0,-73.98276,8.0,1.0,306.0,1.0,1.0
44596503.0,-73.97276,128.0,1.0,231.0,8.0,1.0
159156636.0,-73.99097,89.0,3.0,0.0,7.0,0.0
155647922.0,-73.95888,74.0,1.0,66.0,22.0,0.0
180991373.0,-73.82439,52.0,5.0,15.0,37.0,0.0
233165925.0,-73.94175,0.0,1.0,90.0,54.0,0.0
1520629.0,-73.96719,67.0,1.0,310.0,3.0,0.0
9946315.0,-73.9543,79.0,1.0,78.0,12.0,1.0
5973406.0,-73.98042,4.0,2.0,275.0,16.0,1.0
257599351.0,-73.99538,8.0,1.0,34.0,9.0,0.0
3977023.0,-73.95603,1.0,2.0,0.0,6.0,0.0
21467726.0,-73.93711,10.0,2.0,281.0,12.0,0.0
62605071.0,-74.00161,76.0,2.0,163.0,193.0,0.0
31482341.0,-73.91948,30.0,2.0,0.0,18.0,0.0
738918.0,-73.97823,85.0,2.0,268.0,16.0,1.0
5861197.0,-73.99471,2.0,1.0,0.0,14.0,1.0
220865756.0,-74.01975,0.0,2.0,37.0,90.0,0.0
7508547.0,-73.90008,77.0,1.0,1.0,44.0,0.0
2521127.0,-73.98298,13.0,1.0,233.0,8.0,0.0
1854977.0,-73.97908,7.0,1.0,0.0,8.0,1.0
107836752.0,-73.99597,0.0,1.0,0.0,7.0,1.0
105124052.0,-73.7332,35.0,1.0,43.0,183.0,0.0
9037589.0,-73.91247,0.0,1.0,179.0,31.0,0.0
18836774.0,-73.95632,56.0,5.0,138.0,28.0,0.0
1521604.0,-73.96225,11.0,1.0,0.0,12.0,1.0
29239547.0,-73.93563,25.0,1.0,346.0,30.0,1.0
46389507.0,-73.91142,2.0,1.0,0.0,6.0,0.0
119968055.0,-73.98583,0.0,1.0,0.0,19.0,0.0
74906838.0,-73.91968,90.0,1.0,24.0,25.0,0.0
235559424.0,-73.95961,15.0,1.0,156.0,28.0,1.0
252604696.0,-73.99662,1.0,20.0,160.0,14.0,0.0
9215509.0,-73.96474,6.0,2.0,354.0,3.0,1.0
17258663.0,-73.95726,1.0,1.0,0.0,12.0,1.0
63492343.0,-73.99611,0.0,1.0,365.0,14.0,1.0
261654878.0,-74.00221,4.0,1.0,18.0,76.0,0.0
20222376.0,-73.99166,17.0,1.0,128.0,23.0,0.0
63269523.0,-73.98281,1.0,1.0,0.0,19.0,1.0
1093220.0,-73.92673,21.0,3.0,88.0,21.0,0.0
40004714.0,-73.93061,13.0,2.0,11.0,21.0,0.0
33213436.0,-73.98407,116.0,8.0,236.0,34.0,0.0
17419817.0,-73.97345,11.0,1.0,0.0,13.0,0.0
26225727.0,-73.91167,76.0,1.0,23.0,21.0,0.0
271379777.0,-74.00909,0.0,1.0,9.0,43.0,1.0
56202220.0,-73.95424,1.0,1.0,20.0,12.0,0.0
205031545.0,-73.9651,19.0,49.0,204.0,1.0,1.0
9911159.0,-73.93925,24.0,1.0,0.0,4.0,1.0
15034908.0,-73.94132,4.0,2.0,133.0,2.0,1.0
3256202.0,-74.00326,0.0,1.0,0.0,14.0,1.0
312722.0,-73.96573,15.0,4.0,242.0,12.0,0.0
42676520.0,-73.94747,61.0,2.0,8.0,2.0,0.0
115751294.0,-73.76546,0.0,1.0,87.0,145.0,1.0
904833.0,-73.99758,2.0,1.0,0.0,14.0,1.0
7503643.0,-73.94146,3.0,52.0,303.0,20.0,1.0
19411025.0,-73.91293,0.0,1.0,0.0,39.0,0.0
152032831.0,-73.921,4.0,1.0,0.0,21.0,0.0
264527995.0,-73.93203,1.0,1.0,164.0,25.0,1.0
11658596.0,-73.96381,0.0,1.0,0.0,45.0,1.0
14719992.0,-73.89209,14.0,3.0,210.0,84.0,0.0
219891232.0,-73.88912,16.0,1.0,32.0,81.0,0.0
35528708.0,-73.9474,4.0,2.0,0.0,6.0,0.0
220060177.0,-73.90773,8.0,2.0,362.0,21.0,0.0
21641206.0,-73.94786,350.0,4.0,328.0,6.0,0.0
22588056.0,-73.96319,1.0,1.0,0.0,12.0,1.0
3210260.0,-74.00446,8.0,1.0,0.0,27.0,1.0
4390639.0,-73.98956,66.0,1.0,334.0,19.0,1.0
268394581.0,-73.93285,1.0,3.0,127.0,6.0,0.0
886705.0,-73.96525,4.0,1.0,0.0,12.0,1.0
14710145.0,-73.98758,3.0,1.0,0.0,19.0,0.0
39156453.0,-73.98814,10.0,1.0,0.0,10.0,1.0
7988793.0,-73.95567,1.0,1.0,0.0,12.0,0.0
566660.0,-73.99539,42.0,1.0,0.0,9.0,0.0
261055465.0,-73.92351,1.0,1.0,13.0,56.0,1.0
31070690.0,-73.93819,12.0,1.0,124.0,30.0,0.0
66286.0,-73.94138,3.0,2.0,0.0,6.0,1.0
311286.0,-73.95385,36.0,4.0,281.0,6.0,0.0
611137.0,-73.96704,126.0,2.0,120.0,3.0,0.0
3757515.0,-73.99229,0.0,1.0,0.0,36.0,1.0
73924316.0,-73.95304,1.0,1.0,0.0,28.0,1.0
116674915.0,-73.95867,2.0,1.0,4.0,12.0,0.0
50189863.0,-73.9448,198.0,1.0,250.0,4.0,1.0
45399701.0,-73.94572,1.0,1.0,0.0,12.0,0.0
10732706.0,-73.98337,3.0,1.0,0.0,68.0,1.0
2042864.0,-73.94673,14.0,1.0,0.0,12.0,0.0
9947332.0,-73.9632,245.0,1.0,247.0,3.0,0.0
20754560.0,-73.9804,5.0,1.0,0.0,5.0,1.0
311286.0,-73.9435,5.0,4.0,311.0,15.0,0.0
49699620.0,-73.94914,13.0,3.0,0.0,28.0,0.0
42058671.0,-73.92913,4.0,1.0,0.0,21.0,0.0
147210078.0,-73.95273,26.0,4.0,0.0,22.0,0.0
