host_id,longitude,minimum_nights,calculated_host_listings_count,availability_365,neighbourhood_encoded,room_type_encoded
0.04056176229214997,0.5948666804659126,0.30000000000000004,0.0,0.0,0.09545454545454544,0.5
0.03457354511241708,0.5605253749317853,0.20000000000000004,0.0,0.13972602739726028,0.00909090909090909,0.5
0.738681230010148,0.5060308977664079,0.20000000000000004,0.0,0.4328767123287671,0.03636363636363636,0.5
0.13279469376651534,0.47375947914119365,0.1,0.0,0.0,0.031818181818181815,0.5
0.8654857271487425,0.6051220292418691,0.0,0.003067484662576687,0.0,0.02727272727272727,0.0
0.2558299497254792,0.4979395216679734,0.0,0.009202453987730062,0.0,0.07727272727272727,0.0
0.08202130094037459,0.5072540127580396,0.20000000000000004,0.0,0.0,0.03636363636363636,0.5
0.043106497866761816,0.6022806390305391,1.0,0.0,0.20821917808219179,0.17727272727272728,0.0
0.5004120806488435,0.4755471087443368,0.0,0.03374233128834356,0.7315068493150685,0.031818181818181815,0.0
0.00016233297836322784,0.31972225881114014,0.1,0.0,0.7013698630136986,0.40454545454545454,0.5
0.9653793527696555,0.5434393993564584,0.0,0.006134969325153375,0.14794520547945206,0.00909090909090909,0.0
0.008811967459402858,0.4904691116421702,0.6000000000000001,0.0,0.6219178082191781,0.08636363636363636,0.0
0.4230618691477209,0.7359576990384653,0.0,0.0,0.9506849315068493,0.39545454545454545,0.0
0.0001905592533506854,0.5453775661893587,0.20000000000000004,0.003067484662576687,0.7671232876712328,0.09090909090909091,0.5
0.18390791009185933,0.6149445834822984,0.1,0.0,0.03287671232876713,0.2545454545454545,0.5
0.045674345230527796,0.5470899271776091,0.30000000000000004,0.003067484662576687,0.27945205479452057,0.00909090909090909,0.0
0.08698406553322297,0.4626573584479843,0.20000000000000004,0.003067484662576687,0.0,0.06363636363636363,0.0
0.005144450960583737,0.5097566942024514,0.30000000000000004,0.0,0.4904109589041096,0.05909090909090909,0.5
0.00086000644323144,0.5338802852680544,0.20000000000000004,0.0,0.7424657534246576,0.013636363636363636,0.5
0.004012899221754245,0.5500442203112357,0.0,0.0,0.4,0.09090909090909091,0.0
0.6753650546284867,0.5667726699659568,0.0,0.0,0.4410958904109589,0.09090909090909091,0.5
0.18714602121345095,0.4747191539807716,0.1,0.003067484662576687,0.0,0.06363636363636363,0.0
0.0652316323475736,0.54494477165386,0.30000000000000004,0.0,0.4328767123287671,0.12727272727272726,0.5
0.048123746497575136,0.6310520670643314,0.1,0.0,0.0,0.2545454545454545,0.5
0.0005125786550415096,0.4920121182470041,0.20000000000000004,0.0,0.6794520547945205,0.08636363636363636,0.5
0.9651490077013476,0.45099072314320665,0.20000000000000004,0.0,0.44931506849315067,0.049999999999999996,0.5
0.002323894044841063,0.5028884330956203,0.20000000000000004,0.0,0.0,0.08636363636363636,0.5
0.12222079140562238,0.4611143518431504,0.4,0.0,0.0136986301369863,0.06363636363636363,0.0
0.6959760607067232,0.4692998137101938,0.6000000000000001,0.1411042944785276,0.8712328767123287,0.031818181818181815,0.0
0.07788064528917304,0.4731385130685055,0.4,0.003067484662576687,0.6876712328767123,0.031818181818181815,0.5
0.4341871517226075,0.5386033908511081,0.30000000000000004,0.0,0.0,0.02727272727272727,0.0
0.3445140112943377,0.5290819110701364,0.0,0.0,0.024657534246575342,0.06818181818181818,0.5
0.027344837281065695,0.572286096005115,1.0,0.15644171779141103,0.9232876712328767,0.09090909090909091,0.5
0.010822798832198478,0.5233803134937887,0.9,0.003067484662576687,0.0,0.05454545454545454,0.0
0.43286515009220566,0.4656869201964753,0.0,0.0,0.5178082191780822,0.2409090909090909,0.5
0.09025978617038291,0.5532243192894839,1.0,0.009202453987730062,0.989041095890411,0.02727272727272727,0.0
2.599164931687621e-06,0.5206518262047553,0.0,0.0,0.4904109589041096,0.013636363636363636,0.0
0.18459381258398644,0.4633159588280762,0.1,0.0,0.0,0.23636363636363636,0.5
0.0091834876473593,0.6229042395047202,0.0,0.0,0.336986301369863,0.22272727272727272,0.0
0.8009840044728967,0.6285870199273802,0.0,0.009202453987730062,0.024657534246575342,0.02727272727272727,0.0
0.013178221877732621,0.6212295128238736,1.0,0.0,0.5835616438356165,0.17727272727272728,0.5
0.8757493993076488,0.6445063319722237,0.1,0.0,0.4602739726027397,0.19999999999999998,0.0
0.4844951992457683,0.6054983723161911,0.20000000000000004,0.003067484662576687,0.12054794520547946,0.09545454545454544,0.0
0.033574970005253925,0.5785710253467187,0.1,0.0,0.0,0.02727272727272727,0.0
0.8570790726668007,0.5477673447114455,0.1,0.003067484662576687,0.024657534246575342,0.05454545454545454,0.0
0.04422086157943015,0.47741000696234437,0.20000000000000004,0.0,0.715068493150685,0.031818181818181815,0.5
0.014842336313897468,0.5542404455902101,0.4,0.0,0.2191780821917808,0.02727272727272727,0.5
0.02258830348440296,0.6083021282200889,1.0,0.0,0.12328767123287672,0.09545454545454544,0.5
0.09305359684053822,0.451649323523327,0.20000000000000004,0.0,0.0,0.35,0.5
0.962177531531507,0.6873906252940287,0.1,0.0,0.17534246575342466,0.36818181818181817,0.0
0.1563972366101312,0.5697645974069871,0.9,0.0,0.11506849315068493,0.09090909090909091,0.5
0.0742300251851062,0.4839019249948251,0.1,0.0,0.0,0.08636363636363636,0.0
0.13199692146593997,0.6205520952900656,0.0,0.0,0.0,0.19999999999999998,0.0
0.057540940265229656,0.6048962233972475,0.20000000000000004,0.012269938650306749,0.0,0.09545454545454544,0.0
0.2311712710253715,0.5648156859793403,1.0,0.02147239263803681,0.8493150684931506,0.00909090909090909,0.0
0.03232528931886295,0.5314340552847909,0.0,0.0,0.0,0.12727272727272726,0.5
0.8606949084345727,0.47103099185216024,0.6000000000000001,0.0,0.33972602739726027,0.2909090909090909,0.5
0.00546097675560969,0.5463372410289082,0.9,0.0,0.0,0.05454545454545454,0.5
0.02042881664632082,0.5572135558775244,1.0,0.0,0.7479452054794521,0.09090909090909091,0.5
0.11838984831065671,0.4953803887623849,0.6000000000000001,0.0,0.7972602739726028,0.07272727272727272,0.5
0.2817942877609133,0.48314923884612426,0.20000000000000004,0.0,0.0,0.10454545454545454,0.5
0.1287790276917693,0.5369662984776937,0.1,0.0,0.0,0.02727272727272727,0.0
0.8204063099923402,0.5455657377264913,1.0,0.006134969325153375,0.9068493150684932,0.12727272727272726,1.0
0.15815943033449667,0.5925521705586902,0.1,0.0,0.10136986301369863,0.13636363636363635,0.5
0.054461575055671986,0.541802306983044,0.20000000000000004,0.003067484662576687,0.6547945205479452,0.05454545454545454,0.5
0.19935401455696405,0.4487138475434165,1.0,0.006134969325153375,0.1452054794520548,0.19545454545454544,0.5
0.08543721608657079,0.5977268878309303,0.20000000000000004,0.003067484662576687,0.9205479452054794,0.08181818181818182,0.0
0.0007299060263352276,0.5377378017800822,0.4,0.0,0.0,0.02727272727272727,0.5
0.10056512516683366,0.6046892347063704,0.0,0.0,0.03561643835616438,0.2545454545454545,0.0
0.9256478031269267,0.5134824906384665,0.20000000000000004,0.0,0.263013698630137,0.004545454545454545,0.0
0.35248124650554946,0.534764691492768,0.1,0.003067484662576687,0.4273972602739726,0.3318181818181818,0.0
0.45022008419945586,0.8807180625858564,0.0,0.006134969325153375,0.4931506849315069,0.6909090909090909,0.0
0.4259715632035893,0.4628267128314292,0.30000000000000004,0.0,0.0,0.15,0.5
0.7500148795812902,0.79839301507252,0.0,0.024539877300613498,0.947945205479452,0.16818181818181818,0.0
0.020099583012652703,0.5581355964096701,0.0,0.0,0.0,0.09090909090909091,0.0
0.5648441398718919,0.4664396063451477,0.20000000000000004,0.003067484662576687,0.821917808219178,0.031818181818181815,0.5
0.014348622565618207,0.5410684379880877,0.30000000000000004,0.0,0.0,0.09090909090909091,0.0
0.03565819158452003,0.5318103983591413,0.20000000000000004,0.0,0.0,0.013636363636363636,0.0
0.09238916571089029,0.5427807989763664,0.0,0.0,0.0,0.11363636363636363,0.5
0.12184202053176253,0.5006868261106661,0.0,0.0,0.0,0.022727272727272728,0.5
0.03778171297910142,0.4659127260410685,0.30000000000000004,0.0,0.0,0.23636363636363636,0.5
0.0029656690594112418,0.5619931129217264,0.20000000000000004,0.003067484662576687,0.3698630136986301,0.05454545454545454,0.5
0.7569211670177636,0.655401463974556,0.0,0.0,0.4328767123287671,0.7318181818181818,1.0
0.021171554454646985,0.5942268972395368,0.0,0.003067484662576687,0.9780821917808219,0.08181818181818182,0.0
0.1312183676752101,0.6257456297160502,0.30000000000000004,0.006134969325153375,0.0,0.02727272727272727,1.0
0.004514388592472902,0.5430066048209596,0.1,0.006134969325153375,0.21643835616438356,0.05454545454545454,0.5
0.10321683478761715,0.5645334286735704,0.1,0.0,0.0,0.05454545454545454,0.0
0.010925267173102837,0.4955873774532904,0.1,0.0,0.0,0.08636363636363636,0.5
0.02045133423647935,0.5217432211203743,0.0,0.0,0.0,0.03636363636363636,0.0
0.8109517983405262,0.627457990704329,0.1,0.0,0.8301369863013699,0.2545454545454545,0.5
0.07245117566190076,0.4984664019720526,0.1,0.0,0.0,0.17272727272727273,0.0
0.9836554775897212,0.4934798562369451,0.4,0.0,0.32054794520547947,0.3227272727272727,0.5
0.2432640079907006,0.4813804263966972,0.1,0.0,0.0,0.08636363636363636,0.5
0.1557561797379054,0.5388668310031335,0.0,0.003067484662576687,0.030136986301369864,0.05454545454545454,0.0
0.01850965231612298,0.4927271700882727,0.1,0.0,0.5150684931506849,0.004545454545454545,0.5
0.040268293605388986,0.617597802156439,0.6000000000000001,0.0,0.0,0.09545454545454544,0.0
0.34459455624407914,0.5704796492482558,0.1,0.0,0.1315068493150685,0.05454545454545454,0.5
0.7517776565684735,0.904465310577109,0.0,0.0,0.4410958904109589,0.20909090909090908,0.5
0.12524699585473292,0.5639312797546268,1.0,0.0,0.0,0.02727272727272727,0.5
0.09210425640598008,0.563498485219128,0.0,0.0,0.0,0.06818181818181818,0.0
0.26691614640079,0.6325386222080169,0.1,0.0,0.03287671232876713,0.22272727272727272,0.0
0.11856690867516863,0.5378883390098679,0.30000000000000004,0.0,0.0,0.05454545454545454,0.0
0.48295300496548044,0.5488775567807522,0.4,0.003067484662576687,0.936986301369863,0.12727272727272726,0.0
0.9852698105443893,0.8073123459345766,0.0,0.0,0.5698630136986301,0.42727272727272725,0.5
0.04417490411478248,0.6304122838379271,0.1,0.0,0.5205479452054794,0.19999999999999998,0.0
0.06768812025785684,0.5532807707506322,0.20000000000000004,0.0,0.0,0.02727272727272727,0.5
0.005507663298779568,0.6257644468697947,1.0,0.003067484662576687,0.20273972602739726,0.09545454545454544,0.0
0.49551817023163286,0.5913478727207746,0.0,0.0,0.0,0.13636363636363635,0.0
0.031166969462090424,0.8936454471896695,0.20000000000000004,0.003067484662576687,0.06301369863013699,0.20909090909090908,0.5
0.08855742792033541,0.600812901040598,0.5000000000000001,0.0,0.0,0.2545454545454545,0.0
0.0028682641688436497,0.49677285813748995,0.1,0.0,0.038356164383561646,0.03636363636363636,0.5
0.028235694681964556,0.4955309259921137,0.0,0.0,0.0,0.11818181818181818,0.5
